Id_x;OwnerId;IsDeleted;Name_x;CurrencyIsoCode_x;CreatedDate_x;CreatedById_x;LastModifiedDate_x;LastModifiedById_x;SystemModstamp_x;Construction__c;Product__c;Gestao_de_Consumos__c;Interconnection_Site__c;Interconnection_Voltage_Level__c;Installation_Type__c;Mobi_E_Connection__c;Technical_Observations__c;Number_of_Charging_Stations__c;Number_of_Equipment_Installed_PIEE__c;Designacao_Local_Interligacao__c;Nivel_Tensao__c;TRE_OPC__c;Asset__c;EV_Charge_Connection__c;Source__c;Responsibility_for_TRE__c;Construction_Name__c;Generate_Template__c;Technical_Control_Template__c;MOBI_E_DPC_Connection__c;Quote__c;Electric_Mobility_Type__c;POD_Production__c;ct_id;salesforce_id;origem;numero_postos_carregamento;Id_y;Name_y;CurrencyIsoCode_y;RecordTypeId;CreatedDate_y;CreatedById_y;LastModifiedDate_y;LastModifiedById_y;SystemModstamp_y;Controlo_Tecnico__c;OtherBrand__c;Equipment_Type__c;Model__c;Warranty_years__c;Accessibility__c;Card_Number__c;GPRS_ICCID__c;ID_Mobi_E__c;Localization__c;Number_of_Points__c;Potencia_kW__c;Serial_Number__c;Observations__c;Fixation_Type__c;Location__Latitude__s;Location__Longitude__s;Location__c;N_Plugs__c;BrandModel__c;Brand_and_Model_Name__c;Material_Code__c;Power_kW_matrix__c;Warranty_years_Matrix__c;Exist_Serial_Number__c;eq_id;latitude;longitude
a2p7S0000019VyBQAU;0053X00000CS3iMQAT;False;CT-0054122;EUR;2023-05-16T07:29:52.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvGkQAI;False;GA;;;False;;False;;;;a2p7S0000019VyBQAU;02i7S000000nvGkQAI;GA;1.0;a487S000000TmAuQAK;01ZZ-LSB-00237;EUR;0123X000000eQvDQAU;2023-05-16T07:29:53.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VyBQAU;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170466588;01ZZ-LSB-00237;Uncovered Outdoor Park;1.0;11.0;22170227;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L3 - L1 - L3; Lugar Estacionamento: 92";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmAuQAK;38.783755;-9.101961
a2p7S0000019W1jQAE;0053X00000CS3iMQAT;False;CT-0054166;EUR;2023-05-16T07:34:56.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvGlQAI;False;GA;;;False;;False;;;;a2p7S0000019W1jQAE;02i7S000000nvGlQAI;GA;1.0;a487S000000TmEIQA0;01ZZ-LSB-00283;EUR;0123X000000eQvDQAU;2023-05-16T07:34:56.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019W1jQAE;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000225760597;01ZZ-LSB-00283;Uncovered Outdoor Park;1.0;11.0;22170275;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L1 - L2 - L3; Lugar Estacionamento: 69";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmEIQA0;38.783755;-9.101961
a2p7S0000019VyGQAU;0053X00000CS3iMQAT;False;CT-0054123;EUR;2023-05-16T07:29:58.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvGpQAI;False;GA;;;False;;False;;;;a2p7S0000019VyGQAU;02i7S000000nvGpQAI;GA;1.0;a487S000000TmAzQAK;01ZZ-LSB-00238;EUR;0123X000000eQvDQAU;2023-05-16T07:29:59.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VyGQAU;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170469061;01ZZ-LSB-00238;Uncovered Outdoor Park;1.0;11.0;22170228;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L1 - L2 - L3; Lugar Estacionamento: 46";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmAzQAK;38.783755;-9.101961
a2p7S0000019VyLQAU;0053X00000CS3iMQAT;False;CT-0054124;EUR;2023-05-16T07:30:06.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvGuQAI;False;GA;;;False;;False;;;;a2p7S0000019VyLQAU;02i7S000000nvGuQAI;GA;1.0;a487S000000TmB4QAK;01ZZ-LSB-00239;EUR;0123X000000eQvDQAU;2023-05-16T07:30:06.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VyLQAU;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170469053;01ZZ-LSB-00239;Uncovered Outdoor Park;1.0;11.0;22170229;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L2 - L3 -L1; Lugar Estacionamento: 91";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmB4QAK;38.783755;-9.101961
a2p7S0000019VyQQAU;0053X00000CS3iMQAT;False;CT-0054125;EUR;2023-05-16T07:30:13.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvGzQAI;False;GA;;;False;;False;;;;a2p7S0000019VyQQAU;02i7S000000nvGzQAI;GA;1.0;a487S000000TmB9QAK;01ZZ-LSB-00240;EUR;0123X000000eQvDQAU;2023-05-16T07:30:13.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VyQQAU;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170468956;01ZZ-LSB-00240;Uncovered Outdoor Park;1.0;11.0;22170230;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L3 - L1 - L3; Lugar Estacionamento: 47";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmB9QAK;38.783755;-9.101961
a2p7S0000019VyVQAU;0053X00000CS3iMQAT;False;CT-0054126;EUR;2023-05-16T07:30:20.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvH4QAI;False;GA;;;False;;False;;;;a2p7S0000019VyVQAU;02i7S000000nvH4QAI;GA;1.0;a487S000000TmBEQA0;01ZZ-LSB-00241;EUR;0123X000000eQvDQAU;2023-05-16T07:30:20.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VyVQAU;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170468949;01ZZ-LSB-00241;Uncovered Outdoor Park;1.0;11.0;22170231;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L1 - L2 - L3; Lugar Estacionamento: 90";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmBEQA0;38.783755;-9.101961
a2p7S0000019VyaQAE;0053X00000CS3iMQAT;False;CT-0054127;EUR;2023-05-16T07:30:28.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvH9QAI;False;GA;;;False;;False;;;;a2p7S0000019VyaQAE;02i7S000000nvH9QAI;GA;1.0;a487S000000TmBJQA0;01ZZ-LSB-00242;EUR;0123X000000eQvDQAU;2023-05-16T07:30:28.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VyaQAE;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170468931;01ZZ-LSB-00242;Uncovered Outdoor Park;1.0;11.0;22170232;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L2 - L3 -L1; Lugar Estacionamento: 48";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmBJQA0;38.783755;-9.101961
a2p7S0000019VyfQAE;0053X00000CS3iMQAT;False;CT-0054128;EUR;2023-05-16T07:30:35.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvHEQAY;False;GA;;;False;;False;;;;a2p7S0000019VyfQAE;02i7S000000nvHEQAY;GA;1.0;a487S000000TmBOQA0;01ZZ-LSB-00243;EUR;0123X000000eQvDQAU;2023-05-16T07:30:36.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VyfQAE;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170468923;01ZZ-LSB-00243;Uncovered Outdoor Park;1.0;11.0;22170233;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L3 - L1 - L3; Lugar Estacionamento: 89";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmBOQA0;38.783755;-9.101961
a2p7S0000019VykQAE;0053X00000CS3iMQAT;False;CT-0054129;EUR;2023-05-16T07:30:42.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvHJQAY;False;GA;;;False;;False;;;;a2p7S0000019VykQAE;02i7S000000nvHJQAY;GA;1.0;a487S000000TmBTQA0;01ZZ-LSB-00244;EUR;0123X000000eQvDQAU;2023-05-16T07:30:42.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VykQAE;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170469038;01ZZ-LSB-00244;Uncovered Outdoor Park;1.0;11.0;22170234;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L1 - L2 - L3; Lugar Estacionamento: 49";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmBTQA0;38.783755;-9.101961
a2p7S0000019VypQAE;0053X00000CS3iMQAT;False;CT-0054130;EUR;2023-05-16T07:30:50.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvHOQAY;False;GA;;;False;;False;;;;a2p7S0000019VypQAE;02i7S000000nvHOQAY;GA;1.0;a487S000000TmBYQA0;01ZZ-LSB-00245;EUR;0123X000000eQvDQAU;2023-05-16T07:30:50.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VypQAE;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170468881;01ZZ-LSB-00245;Uncovered Outdoor Park;1.0;11.0;22170235;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L2 - L3 -L1; Lugar Estacionamento: 88";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmBYQA0;38.783755;-9.101961
a2p7S0000019VyuQAE;0053X00000CS3iMQAT;False;CT-0054131;EUR;2023-05-16T07:30:57.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvHTQAY;False;GA;;;False;;False;;;;a2p7S0000019VyuQAE;02i7S000000nvHTQAY;GA;1.0;a487S000000TmBdQAK;01ZZ-LSB-00246;EUR;0123X000000eQvDQAU;2023-05-16T07:30:57.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VyuQAE;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170468873;01ZZ-LSB-00246;Uncovered Outdoor Park;1.0;11.0;22170236;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L3 - L1 - L3; Lugar Estacionamento: 50";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmBdQAK;38.783755;-9.101961
a2p7S0000019VyzQAE;0053X00000CS3iMQAT;False;CT-0054132;EUR;2023-05-16T07:31:04.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvHYQAY;False;GA;;;False;;False;;;;a2p7S0000019VyzQAE;02i7S000000nvHYQAY;GA;1.0;a487S000000TmBiQAK;01ZZ-LSB-00247;EUR;0123X000000eQvDQAU;2023-05-16T07:31:04.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VyzQAE;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170468980;01ZZ-LSB-00247;Uncovered Outdoor Park;1.0;11.0;22170237;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L1 - L2 - L3; Lugar Estacionamento: 87";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmBiQAK;38.783755;-9.101961
a2p7S0000019Vz4QAE;0053X00000CS3iMQAT;False;CT-0054133;EUR;2023-05-16T07:31:11.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvHdQAI;False;GA;;;False;;False;;;;a2p7S0000019Vz4QAE;02i7S000000nvHdQAI;GA;1.0;a487S000000TmBnQAK;01ZZ-LSB-00248;EUR;0123X000000eQvDQAU;2023-05-16T07:31:11.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019Vz4QAE;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170468972;01ZZ-LSB-00248;Uncovered Outdoor Park;1.0;11.0;22170238;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L2 - L3 -L1; Lugar Estacionamento: 51";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmBnQAK;38.783755;-9.101961
a2p7S0000019W2NQAU;0053X00000CS3iMQAT;False;CT-0054175;EUR;2023-05-16T07:36:39.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000HOZfAQAX;False;;;B;True;;1.0;0.0;Q. Serviços comuns;MT;0037S00000FL6ifQAD;02i7S000000nvHeQAI;False;GA;EDP C;;False;;False;;;;a2p7S0000019W2NQAU;02i7S000000nvHeQAI;GA;1.0;a487S000000TmF1QAK;PRT-00190 (-4);EUR;0123X000000eQvDQAU;2023-05-16T07:36:39.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019W2NQAU;Alfen;Charging_Post;Eve Single 1x22kW;2.0;Private with Public Access;;8935103196304337372;PRT-00190;Interior Park;1.0;22.0;ACE0421600;"Ref SAP: 20177389
Piso -4";Mural;41.1751346184096;-8.645660466065031;OrderedDict({'latitude': 41.1751346184096, 'longitude': -8.645660466065031});1.0;a4p7S000000LHvoQAG;Alfen | Eve Single Pro-line. T2S 3PH 1FC 1x22kW;20177389;22.0;2.0;0.0;a487S000000TmF1QAK;41.1751346184096;-8.645660466065031
a2p7S0000019Vz9QAE;0053X00000CS3iMQAT;False;CT-0054134;EUR;2023-05-16T07:31:18.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvHiQAI;False;GA;;;False;;False;;;;a2p7S0000019Vz9QAE;02i7S000000nvHiQAI;GA;1.0;a487S000000TmBsQAK;01ZZ-LSB-00249;EUR;0123X000000eQvDQAU;2023-05-16T07:31:19.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019Vz9QAE;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170468964;01ZZ-LSB-00249;Uncovered Outdoor Park;1.0;11.0;22170239;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L3 - L1 - L3; Lugar Estacionamento: 86";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmBsQAK;38.783755;-9.101961
a2p7S0000019VzEQAU;0053X00000CS3iMQAT;False;CT-0054135;EUR;2023-05-16T07:31:26.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvHnQAI;False;GA;;;False;;False;;;;a2p7S0000019VzEQAU;02i7S000000nvHnQAI;GA;1.0;a487S000000TmBxQAK;01ZZ-LSB-00250;EUR;0123X000000eQvDQAU;2023-05-16T07:31:26.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VzEQAU;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000170468915;01ZZ-LSB-00250;Uncovered Outdoor Park;1.0;11.0;22170240;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L1 - L2 - L3; Lugar Estacionamento: 52";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmBxQAK;38.783755;-9.101961
a2p7S0000019VzJQAU;0053X00000CS3iMQAT;False;CT-0054136;EUR;2023-05-16T07:31:33.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvHsQAI;False;GA;;;False;;False;;;;a2p7S0000019VzJQAU;02i7S000000nvHsQAI;GA;1.0;a487S000000TmC2QAK;01ZZ-LSB-00251;EUR;0123X000000eQvDQAU;2023-05-16T07:31:33.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VzJQAU;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000225774143;01ZZ-LSB-00251;Uncovered Outdoor Park;1.0;11.0;22170241;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L2 - L3 -L1; Lugar Estacionamento: 85";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmC2QAK;38.783755;-9.101961
a2p7S0000019W0MQAU;0053X00000CS3iMQAT;False;CT-0054149;EUR;2023-05-16T07:33:05.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvHtQAI;False;GA;;;False;;False;;;;a2p7S0000019W0MQAU;02i7S000000nvHtQAI;GA;1.0;a487S000000TmD5QAK;01ZZ-LSB-00265;EUR;0123X000000eQvDQAU;2023-05-16T07:33:05.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019W0MQAU;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000225774002;01ZZ-LSB-00265;Uncovered Outdoor Park;1.0;11.0;22170257;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L1 - L2 - L3; Lugar Estacionamento: 78";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmD5QAK;38.783755;-9.101961
a2p7S0000019VzOQAU;0053X00000CS3iMQAT;False;CT-0054137;EUR;2023-05-16T07:31:40.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvHxQAI;False;GA;;;False;;False;;;;a2p7S0000019VzOQAU;02i7S000000nvHxQAI;GA;1.0;a487S000000TmC7QAK;01ZZ-LSB-00252;EUR;0123X000000eQvDQAU;2023-05-16T07:31:41.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VzOQAU;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000225774135;01ZZ-LSB-00252;Uncovered Outdoor Park;1.0;11.0;22170242;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L3 - L1 - L3; Lugar Estacionamento: 53";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmC7QAK;38.783755;-9.101961
a2p7S0000019VzTQAU;0053X00000CS3iMQAT;False;CT-0054138;EUR;2023-05-16T07:31:52.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:11.000+0000;005b0000000c1ccAAA;2026-06-23T16:52:58.000+0000;;01t3X00000IpIbqQAF;False;;;B;False;;1.0;0.0;QGBT;MT;;02i7S000000nvI2QAI;False;GA;;;False;;False;;;;a2p7S0000019VzTQAU;02i7S000000nvI2QAI;GA;1.0;a487S000000TmCCQA0;01ZZ-LSB-00253;EUR;0123X000000eQvDQAU;2023-05-16T07:31:53.000+0000;0053X00000CS3iMQAT;2025-07-29T17:32:43.000+0000;005b0000005zonLAAQ;2025-07-29T17:32:43.000+0000;a2p7S0000019VzTQAU;Etrel;Charging_Post;Inch Pro;2.0;Private with Private Access;;´89882390000225774127;01ZZ-LSB-00253;Uncovered Outdoor Park;1.0;11.0;22170243;"Conf Tri 11kW/ Mono 7,4kW; Rotação das Fases: L1 - L2 - L3; Lugar Estacionamento: 84";Postalete;38.783755;-9.101961;OrderedDict({'latitude': 38.783755, 'longitude': -9.101961});1.0;a4p7S000000LHyrQAG;Etrel | Inch Pro. T2S 3PH 1FC 1x22kW;20198606;22.0;2.0;0.0;a487S000000TmCCQA0;38.783755;-9.101961
